"Albania","Bosnia_and_Herzegovina"
"Albania","Germany"
"Albania","Greece"
"Albania","Macedonia"
"Albania","Spain"
"Albania","Sweden"
"Albania","Turkey"
"Andorra","Finland"
"Andorra","Latvia"
"Andorra","Norway"
"Andorra","Portugal"
"Andorra","Romania"
"Andorra","Spain"
"Andorra","Ukraine"
"Armenia","Belarus"
"Armenia","Georgia"
"Armenia","Greece"
"Armenia","Russia"
"Armenia","Ukraine"
"Austria","Bosnia_and_Herzegovina"
"Austria","Denmark"
"Austria","Germany"
"Austria","Latvia"
"Austria","Montenegro"
"Austria","Poland"
"Austria","Serbia"
"Austria","Turkey"
"Austria","United_Kingdom"
"Azerbaijan","Turkey"
"Azerbaijan","Ukraine"
"Belarus","Azerbaijan"
"Belarus","Norway"
"Belarus","Russia"
"Belarus","Switzerland"
"Belarus","Ukraine"
"Belgium","Armenia"
"Belgium","Denmark"
"Belgium","France"
"Belgium","Germany"
"Belgium","Greece"
"Belgium","Israel"
"Belgium","Latvia"
"Belgium","Netherlands"
"Belgium","Norway"
"Belgium","Romania"
"Belgium","Spain"
"Belgium","Turkey"
"Bosnia_and_Herzegovina","Belgium"
"Bosnia_and_Herzegovina","Croatia"
"Bosnia_and_Herzegovina","Estonia"
"Bosnia_and_Herzegovina","France"
"Bosnia_and_Herzegovina","Germany"
"Bosnia_and_Herzegovina","Montenegro"
"Bosnia_and_Herzegovina","Norway"
"Bosnia_and_Herzegovina","Serbia"
"Bosnia_and_Herzegovina","Slovenia"
"Bosnia_and_Herzegovina","Sweden"
"Bosnia_and_Herzegovina","Turkey"
"Bulgaria","Azerbaijan"
"Bulgaria","Cyprus"
"Bulgaria","Germany"
"Bulgaria","Greece"
"Bulgaria","Macedonia"
"Bulgaria","Russia"
"Bulgaria","Turkey"
"Croatia","Azerbaijan"
"Croatia","Bosnia_and_Herzegovina"
"Croatia","Cyprus"
"Croatia","Denmark"
"Croatia","Finland"
"Croatia","Macedonia"
"Croatia","Malta"
"Croatia","Montenegro"
"Croatia","Netherlands"
"Croatia","Russia"
"Croatia","Serbia"
"Croatia","Slovenia"
"Croatia","Turkey"
"Croatia","United_Kingdom"
"Cyprus","Armenia"
"Cyprus","Azerbaijan"
"Cyprus","Bulgaria"
"Cyprus","Greece"
"Cyprus","Iceland"
"Cyprus","Israel"
"Cyprus","Malta"
"Cyprus","Montenegro"
"Cyprus","Norway"
"Cyprus","Romania"
"Cyprus","Russia"
"Cyprus","Serbia"
"Cyprus","Spain"
"Cyprus","Turkey"
"Czech_Republic","Armenia"
"Czech_Republic","Azerbaijan"
"Czech_Republic","Ukraine"
"Denmark","Belgium"
"Denmark","Finland"
"Denmark","Germany"
"Denmark","Iceland"
"Denmark","Malta"
"Denmark","Norway"
"Denmark","Sweden"
"Denmark","Turkey"
"Estonia","Denmark"
"Estonia","Finland"
"Estonia","France"
"Estonia","Germany"
"Estonia","Iceland"
"Estonia","Latvia"
"Estonia","Norway"
"Estonia","Russia"
"Estonia","Sweden"
"Estonia","Switzerland"
"Estonia","Ukraine"
"Finland","Bosnia_and_Herzegovina"
"Finland","Denmark"
"Finland","Estonia"
"Finland","France"
"Finland","Germany"
"Finland","Hungary"
"Finland","Iceland"
"Finland","Israel"
"Finland","Latvia"
"Finland","Montenegro"
"Finland","Norway"
"Finland","Russia"
"Finland","Serbia"
"Finland","Sweden"
"Finland","Switzerland"
"France","Armenia"
"France","Belgium"
"France","Germany"
"France","Israel"
"France","Portugal"
"France","Serbia"
"France","Spain"
"France","Turkey"
"Georgia","Armenia"
"Georgia","Belarus"
"Georgia","Ukraine"
"Germany","Belgium"
"Germany","Croatia"
"Germany","Denmark"
"Germany","Estonia"
"Germany","Finland"
"Germany","Greece"
"Germany","Latvia"
"Germany","Malta"
"Germany","Norway"
"Germany","Poland"
"Germany","Serbia"
"Germany","Turkey"
"Greece","Albania"
"Greece","Armenia"
"Greece","Bulgaria"
"Greece","Cyprus"
"Greece","Estonia"
"Greece","Finland"
"Greece","Israel"
"Greece","Latvia"
"Greece","Moldova"
"Greece","Norway"
"Greece","Russia"
"Greece","Turkey"
"Greece","United_Kingdom"
"Hungary","Azerbaijan"
"Hungary","Belgium"
"Hungary","Bulgaria"
"Hungary","Denmark"
"Hungary","Greece"
"Hungary","Netherlands"
"Hungary","Norway"
"Hungary","Romania"
"Hungary","Russia"
"Hungary","Serbia"
"Hungary","United_Kingdom"
"Iceland","Austria"
"Iceland","Belgium"
"Iceland","Cyprus"
"Iceland","Denmark"
"Iceland","Estonia"
"Iceland","Finland"
"Iceland","Latvia"
"Iceland","Lithuania"
"Iceland","Norway"
"Iceland","Sweden"
"Iceland","Ukraine"
